9.8991 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
9.9006 	INFO 	Loaded monitor calibration from ['2025_10_02 14:32']
10.2975 	INFO 	Using renderer 'AMD Radeon(TM) Graphics' for graphics
10.2975 	INFO 	OpenGL version supported by driver is 4..
10.3296 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001E1EF083F10>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001E1EF083EB0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001E1EF18B430>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(560.0), np.float64(240.0)], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
10.3297 	EXP 	window1: backgroundImage = ''
10.3298 	EXP 	window1: backgroundFit = 'none'
10.3678 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.3987 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.4282 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.4539 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.4809 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.5097 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.5372 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.5629 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.5884 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.6147 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.6406 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.6625 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.6853 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.7065 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.7279 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.7485 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.7758 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.7974 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.8206 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.8484 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.8727 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.8733 	DEBUG 	Uploading Texture Font fontname to graphics card
10.8780 	DEBUG 	Upload of Texture Font fontname complete
10.9186 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.9442 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.9743 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.9750 	DEBUG 	Uploading Texture Font fontname to graphics card
10.9759 	DEBUG 	Upload of Texture Font fontname complete
10.9802 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
10.9802 	EXP 	window1: recordFrameIntervals = False
11.1885 	EXP 	window1: recordFrameIntervals = True
11.3725 	EXP 	Screen (0) actual frame rate measured at 59.82Hz
11.3726 	EXP 	window1: recordFrameIntervals = False
11.4174 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.4412 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.4720 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.5053 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
