thisRow.t,notes,instructions.started,inst_text.started,start_resp.started,instructions.stopped,start_resp.keys,start_resp.rt,start_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.022908100014319643,0.048219699994660914,0.048219699994660914,0.6267342999926768,space,0.5650312000070699,None,pilot,001,2025-10-30_16h38.03.410,oct30exp,,2025.1.1,61.40952043562728,2025-10-30 16h38.08.363686 -0400,
