9.5115 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
9.5163 	INFO 	Loaded monitor calibration from ['2025_10_02 14:32']
10.4169 	INFO 	Using renderer 'AMD Radeon(TM) Graphics' for graphics
10.4169 	INFO 	OpenGL version supported by driver is 4..
10.4661 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000209BC863340>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000209BC8633A0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000209BC95B1C0>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(560.0), np.float64(240.0)], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
10.4663 	EXP 	window1: backgroundImage = ''
10.4664 	EXP 	window1: backgroundFit = 'none'
10.5446 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.5959 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.6335 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.6611 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.6902 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.7181 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.7383 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.7610 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.7895 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.8112 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.8405 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.8690 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
